RegionName,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
United States,425540.0,413753.0,379889.0,357437.0,367026.0,384762.0,400843.0,397114.0,393178.0,414047.0,411860.0,390760.0,386413.0,382980.0,394733.0,417354.0,406513.0,396479.0,402164.0,384453.0,373315.0,382676.0,390776.0,398744.0,395170.0,379998.0,387527.0,404311.0,385946.0,379179.0,388302.0,389649.0,401528.0,388942.0,378609.0,386081.0,376729.0,387511.0,405568.0,380710.0,364428.0,374671.0,376203.0,387870.0,380655.0,359043.0,370162.0,369299.0,343439.0,341714.0,360389.0,378382.0,393835.0,377255.0,355581.0,368054.0,363056.0,349142.0,363218.0,378425.0,394908.0,405804.0,388357.0,378459.0,395044.0,388253.0,366709.0,367042.0,383688.0,397185.0,379455.0,368858.0,382119.0,375568.0,354368.0,347205.0,353636.0,369704.0,383738.0,371179.0,365789.0,377896.0,368908.0,356454.0
"Houston, TX",8611.0,8592.0,7879.0,7360.0,7686.0,8081.0,8369.0,8382.0,8348.0,8441.0,8096.0,7806.0,7897.0,7747.0,8106.0,8853.0,8436.0,8073.0,8451.0,8174.0,7806.0,7974.0,8174.0,8349.0,8313.0,7752.0,7549.0,7882.0,7469.0,7340.0,7876.0,8328.0,8785.0,8357.0,7977.0,8115.0,7781.0,7884.0,8000.0,7109.0,6992.0,7689.0,7919.0,8300.0,8168.0,7707.0,7917.0,7756.0,7245.0,7449.0,8093.0,8679.0,9081.0,8603.0,7647.0,7307.0,7315.0,7527.0,7922.0,8103.0,8313.0,8737.0,8842.0,8742.0,8932.0,8528.0,7911.0,7946.0,8143.0,8322.0,8109.0,8105.0,8519.0,8379.0,7840.0,7565.0,7674.0,8046.0,8283.0,7899.0,7708.0,8097.0,8151.0,8022.0
