RegionName,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
United States,160300.0,161100.0,161700.0,162900.0,164900.0,166500.0,169600.0,171900.0,172800.0,172300.0,170900.0,171300.0,171000.0,172100.0,171900.0,172200.0,172500.0,173400.0,175000.0,176700.0,177800.0,178200.0,178200.0,179000.0,180400.0,182600.0,184300.0,185800.0,186600.0,187200.0,188300.0,188400.0,188600.0,188000.0,188000.0,189500.0,191000.0,192400.0,192400.0,192900.0,193100.0,194400.0,195400.0,197100.0,197500.0,199200.0,200900.0,201800.0,202900.0,203600.0,205000.0,205000.0,205200.0,205900.0,207100.0,208300.0,210200.0,211400.0,213100.0,213500.0,216300,220300,223800,223900,221400,219900,219400,219500,219400,220300,222200,223400,226300,228700,231600.0,231500.0,231400.0,231900.0,232700.0,233700.0,234500.0,236400.0,239200.0,241300.0
"Houston, TX",156100.0,154200.0,155300.0,159400.0,163900.0,167200.0,169200.0,170800.0,171800.0,171200.0,172200.0,172200.0,172400.0,173500.0,175600.0,178000.0,178600.0,178500.0,177800.0,179700.0,180300.0,181600.0,180500.0,180900.0,182800.0,184000.0,185700.0,184900.0,186100.0,187500.0,189500.0,190800.0,188800.0,188100.0,186000.0,187400.0,188700.0,189900.0,188700.0,189400.0,191900.0,195700.0,199400.0,201000.0,203600.0,204100.0,207400.0,209500.0,211500.0,211400.0,211700.0,211500.0,211700.0,211900.0,211700.0,211500.0,212900.0,215800.0,218000.0,217100.0,216700,217900,219300,220900,221300,220500,219900,219100,221100,223600,226200,229800,229700,230800,229300.0,230900.0,231100.0,230000.0,228000.0,227900.0,229400.0,232800.0,235700.0,240600.0
