RegionName,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
United States,121.0,123.0,116.0,99.0,92.0,89.0,89.0,89.0,92.0,94.0,98.0,102.0,112.0,114.0,110.0,92.0,85.0,84.0,84.0,88.0,93.0,96.0,100.0,104.0,113.0,114.0,105.0,86.0,81.0,81.0,83.0,86.0,89.0,92.0,97.0,100.0,111.0,114.0,104.0,85.0,79.0,79.0,80.0,83.0,86.0,89.0,92.0,96.0,105.0,106.0,93.0,78.0,74.0,72.0,72.0,75.0,77.0,81.0,82.0,85.0,93.0,93.0,76.0,67.0,65.0,66.0,67.0,70.0,73.0,77.0,80.0,85.0,95.0,98.0,84.0,72.0,67.0,67.0,69.0,71.0,75.0,77.0,77.0,82.0
"Houston, TX",109.5,108.0,91.0,80.0,73.0,73.0,71.0,69.0,73.0,78.0,80.0,82.0,87.0,87.0,69.0,66.0,63.0,64.0,62.0,63.0,66.0,70.0,74.0,74.0,79.0,73.0,60.0,62.0,62.0,62.0,64.0,63.0,67.0,72.0,80.0,83.0,91.0,90.0,75.0,69.0,67.0,71.0,69.0,71.0,74.0,83.0,85.0,86.0,92.0,95.0,75.0,70.0,67.0,68.0,69.0,72.0,82.0,91.0,96.0,87.0,88.0,91.0,72.0,61.0,62.0,64.0,67.0,70.0,75.0,84.0,90.0,91.0,96.0,98.0,89.0,75.0,71.0,72.0,70.0,76.0,84.0,91.0,95.0,98.0
