RegionName,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
United States,355484.0,368744.0,369601.0,362804.0,356128.0,353623.0,355786.0,355426.0,361419.0,357695.0,354292.0,353623.0,359078.0,365858.0,361948.0,355161.0,348151.0,351018.0,355499.0,353224.0,360622.0,364132.0,363993.0,369562.0,368824.0,384518.0,384984.0,389406.0,379861.0,386406.0,395189.0,401773.0,403146.0,395891.0,387345.0,387484.0,391749.0,422209.0,425122.0,424755.0,411701.0,416689.0,414604.0,423277.0,422006.0,424039.0,423451.0,424389.0,442616.0,449909.0,460942.0,443506.0,441855.0,437896.0,439272.0,438829.0,428606.0,435716.0,436706.0,438233.0,450305.0,455048.0,458253.0,450384.0,447039.0,447686.0,445146.0,443930.0,430722.0,430794.0,424426.0,421755,420113,426075,434016.0,435862.0,434751.0,429875.0,431692.0,427812.0,435485.0,437586.0,436516.0,444083.0
"Houston, TX",6932.0,7039.0,7336.0,7559.0,7639.0,7792.0,7771.0,7791.0,7948.0,7743.0,7589.0,7444.0,7592.0,7497.0,7581.0,7521.0,7610.0,7582.0,7894.0,7448.0,7855.0,7803.0,8333.0,8271.0,8230.0,8261.0,8154.0,7988.0,7810.0,7925.0,8075.0,8142.0,8048.0,7835.0,7702.0,7638.0,7767.0,8238.0,8309.0,8118.0,7900.0,8027.0,8122.0,8491.0,8445.0,8600.0,8708.0,8844.0,9209.0,9276.0,9559.0,9233.0,9150.0,9029.0,8982.0,8366.0,8032.0,8171.0,8991.0,9208.0,9774.0,9892.0,9884.0,9634.0,9542.0,9687.0,9564.0,9485.0,9247.0,9401.0,9399.0,9514,9371,9214,9287.0,9453.0,9485.0,9096.0,8735.0,8524.0,8490.0,8382.0,8422.0,8627.0
