RegionID,RegionName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01
102001,United States,0,182700,179200,175300,172000,170900,170600,169900,168600,165600,162000,159500,158000,156400,152400,149000,148200,150000,152300,154200,155500,156800,157400,158600,159100,159900,157200,154900,152200,152600,153200,154600,153900,153500,152300,152500,151700,149100,146400,143900,144100,145100,145500,145700,145300,145400,146000,145600,145800,146200,147700,149000,150500,152500,154900,155600,156100,156600,159000,160300,161100,161700,162900,164900,166500,169600,171900,172800,172300,170900,171300,171000,172100,171900,172200,172500,173400,175000,176700,177800,178200,178200,179000,180400,182600,184300,185800,186600,187200,188300,188400,188600,188000,188000,189500,191000,192400,192400,192900,193100,194400,195400,197100,197500,199200,200900,201800,202900,203600,205000,205000,205200,205900,207100,208300,210200,211400,213100,213500,216300,220300,223800,223900,221400,219900,219400,219500,219400,220300,222200,223400,226300,228700,231600,231500,231400,231900,232700,233700,234500,236400,239200,241300,244900
394913,"New York, NY",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362700,363500,362200,362200,362300,361300,357200,355500,353600,354300,351100,345100,341700,340500,342500,346800,350100,354400,356400,355800,352400,349500,352000,355800,354200,353300,349300,353500,350100,355300,355200,360300,364000,367000,368700,364500,362500,362600,365700,366600,364900,364300,364100,363900,364700,363700,361800,360800,361700,368900,371100,371400,367300,365000,366400,363600,363200,362400,364600,366200,368100,366200,364700,364000,364900,365500,364500,364900,366000,365300,368000,367200,367900,364200,365300,365900,368700,370400,370400,371700,369500,371200,370700,375200,376200,378700,377600,378700,378800,381100,382100,384000,384100,384600,383400,383900,384600,387800,389400,390700,392000,393200,393900,395700,396800,399500,402000,406500,412800,415600
753899,"Los Angeles-Long Beach-Anaheim, CA",2,471200,459500,443800,432200,417500,405100,390300,378500,366100,355500,341500,332000,325400,319800,316700,322800,332800,341400,347500,352600,359900,362800,365500,362100,360400,357100,360900,358400,360400,356100,360600,358500,360800,357000,353500,351300,349700,350300,346400,342500,340900,339500,339000,334000,333100,331800,332400,331400,331800,337100,340100,344700,348700,356100,363900,370500,378000,386100,391200,395700,402200,415300,427100,437000,443200,447100,449500,450600,451200,452200,450600,453200,452600,456800,460600,462800,465600,466700,470100,473100,474000,476100,476600,482800,487300,492600,491200,494100,495100,499500,498600,498200,500100,507700,515400,517400,518200,519800,524500,525100,526000,529100,531700,528600,525500,522000,525100,521700,525300,527500,534800,537000,538500,540800,546900,559100,576500,587700,595500,598100,603100,603400,604600,606600,609100,610800,614100,619800,626000,625100,626000,625500,631800,636800,634300,632000,634000,638200,642700,644700,650500,658100,666600
394463,"Chicago, IL",3,253600,248800,232800,221200,218800,220100,224100,223400,217800,212900,206300,205100,201500,195500,186800,180900,182200,186900,190200,192400,192300,192200,192800,194900,192900,188800,181700,179000,174200,175400,173600,178000,177700,179000,177000,175500,170600,164900,158100,156200,157900,161500,163000,161100,157300,156100,153600,153500,153100,154300,153800,155400,157100,159300,158500,156400,157100,156700,158400,155600,155000,154700,158600,163300,171500,176600,180300,181000,181700,182500,181600,182500,180600,179500,179000,182900,187400,191800,194700,194500,192800,190900,191400,191900,192700,193700,194200,194200,193200,188300,185900,183500,182500,181100,179900,181400,182300,183800,184500,185000,186200,188800,188900,190400,190900,194200,196200,200200,202800,203700,202600,199800,198300,198300,199500,200800,201300,203600,206300,211500,217500,219400,217200,215400,216200,217500,217500,218800,223300,219600,222200,226800,237600,238200,233800,227600,224600,224600,226600,229600,231800,234400,235800
394514,"Dallas-Fort Worth, TX",4,146000,144100,142300,141700,143800,145800,145900,144200,142900,141100,141200,141300,141800,139800,139900,142000,145600,148000,148600,148200,146900,145500,145600,146000,147200,147400,145800,145800,146400,150500,152100,150900,149500,149500,152200,151500,147900,143000,141300,142000,144800,147100,148900,148700,147700,149000,150600,152100,152900,153800,155500,156900,158700,159800,162000,162100,162200,161900,164000,164700,165300,167200,170400,172400,175200,176800,178600,177500,177900,177300,177600,178100,179200,179200,179300,180300,182200,184100,184500,185300,186500,189200,192700,194200,195100,194800,196500,198300,200500,201300,201900,202000,202500,203400,205600,207800,209500,209900,211500,213800,215400,216900,218600,221100,223900,225000,229100,232200,234300,233300,232400,232100,232000,233600,235800,238500,239500,241900,245700,250000,251500,249300,247200,246600,247600,246000,246000,245200,246900,247400,250600,251600,252000,250300,250800,252100,253400,255500,257900,260900,263200,265100,270400
394974,"Philadelphia, PA",5,212300,212100,207900,200000,196100,196100,198500,198500,199100,195900,194900,194100,198500,198900,194800,189000,185800,187800,190100,192300,194400,196500,198900,200500,201500,201800,196200,190800,187000,184400,186400,187500,192700,193700,196500,198000,196300,192700,184100,181200,179500,182000,182300,182700,182600,183500,183500,185800,186000,185700,183800,184000,183300,184700,182200,183700,184800,189000,190500,190100,189400,188800,187000,188000,190000,193300,193200,192600,192200,191600,191200,189900,191400,190400,190100,189600,189400,190900,190600,191600,190100,188900,188400,188600,189800,192400,192200,192200,190000,190400,191400,191600,190700,186800,187800,190500,192200,190500,189600,191600,193600,192800,192100,190800,191200,193700,193200,196200,195700,197600,198500,199300,200000,197100,195900,194600,194800,195100,195800,194000,195900,196600,199400,197800,196700,197000,197400,198000,199600,201000,202900,205800,207800,213700,213800,215700,213500,214300,213400,214000,219500,223600,
394692,"Houston, TX",6,146100,144600,141800,142200,143400,144800,146700,144700,141000,135200,134100,134400,137200,139300,141700,144400,147100,149600,150600,149600,147400,144700,144100,144100,145100,145500,143900,142900,142100,144300,145300,145900,147100,149400,149200,148200,145600,143300,141600,142100,143700,146400,146900,148400,148300,149600,147800,145200,144200,147400,151000,154100,155000,155600,154400,153700,155100,155900,156100,154200,155300,159400,163900,167200,169200,170800,171800,171200,172200,172200,172400,173500,175600,178000,178600,178500,177800,179700,180300,181600,180500,180900,182800,184000,185700,184900,186100,187500,189500,190800,188800,188100,186000,187400,188700,189900,188700,189400,191900,195700,199400,201000,203600,204100,207400,209500,211500,211400,211700,211500,211700,211900,211700,211500,212900,215800,218000,217100,216700,217900,219300,220900,221300,220500,219900,219100,221100,223600,226200,229800,229700,230800,229300,230900,231100,230000,228000,227900,229400,232800,235700,240600,242900
395209,"Washington, DC",7,354000,343300,326900,313200,309700,308100,301900,293600,287400,280100,279400,275200,277800,270900,268600,269800,278000,288600,292200,289900,285700,283300,282300,279400,277100,278700,278200,276500,281000,277200,285400,282000,292600,290400,287700,286900,282500,280900,276500,277900,287200,294600,302800,293900,290000,281500,284600,280100,291400,297000,307700,310200,318400,321000,319500,316700,318300,317500,319100,315600,324300,327600,337600,339900,345500,346800,345000,341300,340500,339600,341600,339400,341500,337900,345000,346200,352200,347700,346700,345600,347000,349800,348400,350500,356300,356800,354000,345900,344100,342600,345700,348500,349000,343000,342200,346000,348600,349100,346300,346900,348000,349600,350700,353500,352100,352900,355200,356900,359300,358000,359500,358400,359800,359800,362900,363000,365300,367700,370200,372400,378600,380600,381600,375100,372700,373400,374600,376100,377400,378200,381400,385000,396200,396400,395900,387900,387500,388600,393200,395800,403700,400400,401800
394856,"Miami-Fort Lauderdale, FL",8,253600,244700,236200,229400,225500,222800,214600,206400,194000,187000,174800,166400,157800,150300,143000,138400,139900,142200,144200,143700,143700,144300,143700,143300,142300,140800,140200,137800,134200,129600,125400,126600,127200,126600,120100,115800,112900,114500,117800,121000,125000,123700,123000,121500,121000,123800,126300,130000,129900,132200,131900,135500,135400,137600,139000,141100,142800,147600,152100,155500,153200,154400,158700,162800,165600,168700,171400,172800,172900,174800,176700,176000,176700,177100,179600,181400,185800,186100,187200,186000,190000,192300,194000,194000,195500,197400,202600,206300,208600,207800,207300,207100,204400,205100,206900,213700,215600,218000,217900,219300,220800,223000,226000,228500,227300,227400,227400,232700,234400,237500,235900,238000,237900,241800,243800,245600,245000,246700,250600,254100,256700,256100,254100,253100,251600,252200,251400,255800,258300,260000,257900,262100,265600,268300,265800,266400,266300,269000,268100,271800,276000,282900,290200
394347,"Atlanta, GA",9,161200,153500,148500,145500,144800,146200,144500,142900,136200,130100,125800,122800,120200,115300,112500,113000,118300,123600,128000,130200,133200,133400,132300,126800,121600,118500,119200,119300,118000,115300,116400,117000,119300,118000,118100,111500,106500,100200,97900,96900,97300,98000,96000,91900,92000,92500,94000,92500,93200,94000,95600,96600,98400,100900,103600,104800,107100,110800,113800,117800,121400,126300,128900,133300,137400,140600,139400,138500,138400,139100,139600,140600,141200,142200,144700,150600,154500,156900,154700,156000,155100,159400,159100,162600,162600,171200,172800,174800,170500,170700,171200,170500,173400,174000,176000,174600,174900,174700,174400,172800,173600,173800,175900,176400,179800,179400,182100,181500,185100,185100,186700,188000,188500,187300,188100,190300,193300,194700,197200,201300,203200,204300,203200,204700,204400,201600,203500,205400,210600,211400,216200,218600,219400,217100,218200,220200,222800,222800,225500,226800,232500,233900,
394404,"Boston, MA",10,333400,328000,323900,319600,318600,318200,315900,314800,307800,302200,291000,291300,286300,289700,286100,290200,294500,301000,306500,306500,302900,305900,306900,311200,309000,308700,305800,307500,313700,321000,320600,319200,317600,314600,302600,292500,286400,288600,295100,304300,314700,317600,318700,311900,307200,299500,298300,297200,304100,308300,312700,318500,324000,326500,323700,322900,323700,321500,316400,317900,322300,331400,333200,336100,338700,343500,345200,347200,346300,348200,348500,351000,351600,348400,347900,348200,352500,354000,353400,353400,353300,354700,356200,362000,362700,362200,358600,359500,364400,368500,370100,369100,367100,367300,367400,366800,367600,369900,372900,376400,377700,379000,380400,380900,381300,382400,385100,389800,394400,395700,396000,395000,397400,398200,401100,404200,409100,411000,408800,412200,415300,422000,422700,425300,425900,426500,423900,425600,427500,425900,426300,432300,440900,441700,439200,438500,441400,443300,444800,449800,450500,455300,449500
395057,"San Francisco, CA",11,566800,522700,483800,458100,444500,424800,403100,372200,343300,324700,313200,304900,287100,275100,274900,296200,320300,339700,354800,363900,372700,384400,387500,383000,372400,363000,370500,376000,389100,392100,396500,391400,380400,376900,372400,368100,352200,343300,340600,341700,344300,349100,353100,350700,348000,344300,345800,342900,341000,347800,363800,383800,400100,409600,419000,427600,434900,449100,452200,456400,455900,481600,510000,534300,545800,548700,551200,549600,550500,552600,559800,565200,567500,566300,569000,568900,573900,581400,593200,596200,590500,585500,580500,591100,599600,612300,612500,612000,612800,620900,624900,624900,625900,642500,651500,648400,629800,625700,630600,644400,650500,650900,645100,642700,649100,663000,674800,676500,676000,683300,690400,695800,691200,697400,705300,719200,730300,739200,741400,751100,756900,765700,773500,777300,776800,763300,761700,774200,784900,787800,785900,791600,789900,786100,782700,780100,770000,759100,766000,782800,791000,806400,812600
395025,"Riverside, CA",12,302900,284500,268400,257400,246000,235800,224600,217700,208400,198700,189500,180500,172300,161900,155900,154100,154400,156600,158200,162400,166500,169600,174900,176000,176900,173000,173700,174500,174300,173700,173800,174800,173600,172500,174800,175200,174500,170000,168100,166600,166100,166800,168500,169900,170700,168800,170500,170400,173000,173300,174700,175500,177000,178300,182500,186600,194100,199900,206300,208500,212600,213900,219800,223700,229600,233000,237000,241900,245600,248600,253400,255700,257100,253900,256600,257800,259500,259900,260800,264300,265700,268400,270400,272700,274400,274500,274100,275300,277200,280300,281500,282300,283900,285900,291600,292100,293500,291400,293300,293600,294800,296600,301200,301600,302300,299900,301500,302400,304500,306100,307700,310600,311700,313900,316400,324100,328000,330900,337700,345300,347900,344800,344300,347000,347600,348000,349800,351500,352500,353700,359800,361600,361800,357100,358100,358400,359300,361800,366700,371700,371400,369200,377500
394976,"Phoenix, AZ",13,222500,212800,203900,198600,192200,186500,178400,171500,162800,152400,142300,132200,124600,117400,113100,114700,118800,123500,125100,125600,128400,128200,129200,128600,128700,127600,125100,124500,123800,121600,120400,118300,118000,113500,113000,110600,110600,107800,105400,105400,105000,106700,108400,110100,113900,116000,114100,110400,108900,113800,119200,121800,123400,125300,127100,131000,134700,138000,139900,140100,142200,144300,147100,149600,152000,153000,153100,154400,153400,155700,155900,157400,156700,156200,156600,156100,157100,156900,159100,159100,160500,162200,162700,166300,168500,172300,174000,176000,176500,176400,177300,179200,181500,184100,184900,185400,185900,188900,191600,192800,192600,194800,197200,199700,202200,201800,204200,204100,206300,205500,206300,207000,208500,210700,212900,215400,218700,220200,224600,227500,229800,229400,227700,229700,233100,236300,237200,238200,239400,239300,240900,242800,245300,244100,244200,246200,249700,250900,252200,254900,258800,263000,268200
395078,"Seattle, WA",14,349300,342900,330800,322200,314300,314900,314500,316600,310700,311500,311000,317600,312400,306400,294000,290700,285700,287700,290400,295500,295200,298200,303400,312500,311800,304700,295300,286700,292800,294500,297300,289400,286200,290700,289400,293000,285400,283700,272200,260800,249900,245000,246500,243800,242300,243300,244200,245900,243300,250400,254500,263600,266000,269700,273600,277200,280800,279900,277400,279200,283300,290500,294600,296000,300100,303800,308200,307700,304900,302400,300700,304000,305200,307700,305400,307000,310000,313200,316000,316500,317500,317000,320100,323400,328900,331100,332600,334200,331900,334300,335200,342500,341900,345400,347400,353000,355400,356400,358200,358400,360300,363100,366000,369600,374600,378000,381200,382000,385500,390000,393600,400200,403000,407500,411000,415300,420800,424900,430600,439800,450900,459600,453700,446100,438400,438100,436900,436700,437600,442300,450700,463500,471500,474400,471900,463500,456800,454900,459500,466200,469400,481100,490800
394865,"Minneapolis-St Paul, MN",15,218000,214800,208800,203400,200700,201200,202700,202200,198500,193800,189400,185700,181400,175700,173000,171700,174600,176400,180100,180200,179700,177800,176100,175800,174500,174900,172300,171100,173000,175200,176300,174700,173400,174000,169800,168000,160700,155900,150500,151400,154000,156100,155700,155200,153300,151700,150900,149400,148700,149400,152400,156500,161200,165400,169300,170000,170600,169100,168200,167100,167500,168600,171500,176400,182800,189000,192100,192700,191200,190300,188200,187800,185900,186800,188600,193400,196500,202100,200900,201300,198400,201100,201100,203700,205600,210400,211000,211200,210500,211800,213700,214000,214100,215300,216400,218000,217000,217900,218800,219400,220400,221800,223700,225100,224500,224200,225300,227300,229900,229900,230300,232400,234300,236700,237800,238800,240100,240500,244100,247800,251800,251800,250800,248600,247900,246800,248000,250400,253500,253300,253500,257100,264200,267200,266400,264700,265000,267300,269900,273600,274800,275100,276600
395056,"San Diego, CA",16,401900,395400,380800,369700,353500,341600,331200,321200,310700,303500,293700,289700,284400,285700,284200,291000,297500,307900,313600,317900,321600,325300,323400,326300,327900,334600,332300,329300,328400,327400,329000,330300,333700,335700,325500,320200,316700,321900,321600,318200,317000,314500,312000,311900,313200,315300,312800,312700,314800,320900,325500,327000,331700,336900,344400,350200,356200,364500,363300,364700,367600,380400,392400,399400,404800,407200,412100,412800,415800,418000,416000,415800,416400,423400,427300,429400,431800,434900,436700,440800,439100,438000,438000,443100,448600,449800,450600,454700,457800,460200,456500,455900,461200,466900,471700,470000,472300,476100,479900,479800,478300,480500,484100,493700,496500,500300,498600,503500,507800,511500,513600,518000,520900,523100,525700,530700,539800,544700,543300,544900,546300,556900,557100,559500,556300,558300,560500,562200,560200,559000,554900,556900,555300,561200,559800,563100,561500,565800,562800,569400,576700,583600,587700
395121,"St. Louis, MO",17,143700,141400,137900,134700,135800,137100,137300,137100,134600,133300,130500,134200,136600,137500,132400,130200,130100,132300,133400,136300,136400,136100,136900,137100,138500,135700,135400,133800,133800,133000,132800,131500,130800,129900,132100,131400,129000,124600,123600,122900,124800,126500,127600,127200,128100,127200,126200,123900,125300,125200,126300,125700,127100,128400,130800,130600,128800,128500,127700,128000,127200,129400,130900,132800,134700,136800,138000,136400,134800,133800,134900,135600,135500,134800,136000,138200,140300,141400,141100,141000,141300,142500,143500,145500,148200,148200,147700,146700,148600,148700,148100,147300,147400,148400,150400,149600,148100,146600,147900,149200,148300,147800,147500,148600,149600,149900,151100,152700,155300,153900,152800,150000,151000,151100,152300,154200,156400,157100,155500,156600,158200,160900,160000,157300,156100,156300,155000,155800,156200,160400,164000,163100,166500,164700,168000,166500,166000,165600,165000,169100,170700,174600,176100
395148,"Tampa, FL",18,176800,169600,164100,159400,156200,153000,150600,146400,141700,136100,131800,129200,125700,123800,121700,121100,121600,120800,122300,122300,124600,123400,123900,122700,120300,118600,116300,117000,111900,110500,108400,110400,109000,107800,103500,98500,95000,93700,94200,95600,96000,98100,98700,99500,97900,97700,99600,100900,101200,101800,104100,105900,107300,107800,109500,110000,114000,115200,117200,116400,118300,120400,122300,122500,124400,126900,128500,127800,126800,128000,127800,127500,125700,125800,127900,130000,133300,134200,134900,136200,135900,136500,135500,136700,139500,142600,144700,144600,145000,144900,146600,148000,149200,150900,153800,157700,158700,159200,160000,164200,164300,166900,166700,169100,169700,170400,173900,176200,178300,177000,176400,177300,179000,179900,181500,183300,187000,189100,192400,194500,196000,195400,194100,195200,195500,196800,197400,198400,201300,202300,210600,216200,221000,217400,212100,208900,207900,210000,213400,217000,219300,221900,227900
394358,"Baltimore, MD",19,240600,238600,231800,226200,221200,222800,227100,229400,228200,223800,224900,225600,225200,222800,216100,215100,209300,215500,217000,223000,219600,224700,224400,228200,222000,215800,207600,205700,202700,205800,200200,202400,199300,199500,207700,219300,218700,210100,195800,200400,199100,206300,200600,202400,203300,210100,216000,214900,213600,211100,209800,213000,211400,211500,210900,217500,222300,222700,224700,220900,216600,212400,212800,218800,224300,228900,228300,222800,220300,222500,225900,227400,228700,228600,229500,229400,228800,229000,228800,230000,229900,230600,228600,227600,225500,224500,221100,223600,230800,232300,231200,225300,224700,226400,227500,234600,235100,237800,234500,235200,236400,237900,237600,238200,236200,234600,233000,234600,234000,232700,233400,234400,235100,234400,236700,238200,240200,240100,240800,239900,242000,241800,242600,241800,242600,242200,242700,241400,242000,241200,240400,241300,240300,243900,247000,252000,253700,251500,251500,248300,250800,247800,249600
394530,"Denver, CO",20,201900,197600,193400,191300,194000,195700,194800,192700,190000,184000,175200,171600,171800,176700,180500,186600,192700,199400,201800,203700,202000,202900,200800,204300,202100,202700,199700,199800,203700,207300,212200,210700,208300,208000,203100,201500,196500,195900,194000,195100,196000,198700,199900,202300,203100,203100,203900,201100,200700,204500,212500,220400,225000,229500,232500,234200,234900,233500,232000,232800,234800,239000,239800,242500,245500,248600,250500,250600,250400,249900,248800,249200,250000,251900,253300,255700,259000,261200,263000,263700,267200,270200,275500,279700,284600,286700,288900,290500,291400,293200,295000,298500,302200,306000,309800,316900,319900,321300,320300,322600,328000,329700,332400,334200,337200,341000,342800,349200,349600,353100,349900,354100,354800,358400,361100,365800,368500,371900,375200,385600,388600,391900,388300,388200,387300,387500,389800,392500,393300,393700,393800,398100,398500,399100,397900,398000,401100,402100,407900,409900,415000,413400,415700
394982,"Pittsburgh, PA",21,95200,95400,95600,95100,98000,98800,96900,94200,93100,90000,86500,84800,87500,89500,93100,96500,101700,103500,104700,105300,106800,105500,104400,102500,105100,107100,109300,108200,104900,102600,103000,105900,107600,106700,104700,101700,102900,101300,104800,105000,110000,110300,110600,109700,109200,107600,108400,109400,110300,112300,113500,117000,116800,116700,117400,117300,118400,116700,117800,115900,116100,115400,118100,120300,120900,120500,120400,120000,119500,116900,116500,116800,118900,119800,120100,121500,121400,122900,123200,124800,124400,125000,125300,127400,129200,128000,125600,124900,126500,128800,128900,128200,127600,127400,128900,129600,129100,130300,129900,131300,130200,129800,129200,129300,130400,130600,132700,133500,135700,134800,135200,134200,134400,134200,134400,135800,137800,135900,135600,137500,144900,145300,142700,141200,142100,142300,140700,139100,139600,139700,142400,147600,151300,149400,146500,144800,147200,147800,146300,146500,148400,151900,159600
394998,"Portland, OR",22,280200,270500,269000,266400,268300,267300,261900,259100,255900,255800,256600,256700,253700,244800,237300,234600,233400,236500,236300,236800,233800,236200,238600,237900,236400,233300,231800,228300,229700,234200,236900,233700,231600,230600,230600,223000,215400,208600,207800,207400,208700,209100,211500,211900,216500,214700,214000,207800,207300,208900,213500,220300,224600,229200,231400,233000,235200,238500,245000,243000,245600,243200,250000,249100,254400,256300,260600,261300,263100,261400,261000,261400,263500,264200,264200,264500,268000,269800,272100,273200,276100,278200,280000,279500,279800,280400,283000,286800,288900,290400,291500,292700,294300,299400,305100,305600,307900,310500,318000,320600,320400,322200,325000,327900,330000,331300,339900,340500,343500,341300,345200,347500,350800,353800,356500,359400,362100,364400,373200,376900,380100,375200,375800,377600,377500,378600,378000,380600,381000,383200,385600,387200,388700,385600,387100,386300,387600,388000,389100,393000,398000,401300,409100
394458,"Charlotte, NC",23,154600,151300,147900,145600,145600,145600,147400,148000,146000,145100,141500,143200,141400,141700,139500,140900,143100,144500,145600,147500,148600,147200,146700,144600,143000,140700,141200,141900,142800,142100,143100,143200,144200,143500,144600,143500,140500,136400,134100,136500,137300,141100,139200,140300,136600,138600,138000,140600,141100,141700,144100,146600,147700,147700,146700,148500,146900,147200,147700,150600,151300,152000,154700,156100,157400,156900,157800,159100,160100,163000,163000,162600,162000,162000,162500,162800,165300,166300,168400,168400,167800,168200,169800,174700,175800,178100,177700,178200,177200,177500,178600,179800,181600,182300,183800,183200,182500,182600,183500,185700,186300,188400,189200,191200,190500,188800,186700,184300,185800,185900,186600,188900,193700,194900,193600,192100,194900,198500,203700,210000,213300,214000,214700,215200,213800,214000,214300,216300,217600,218500,222900,227300,229800,229600,229300,230100,231000,229400,233600,235600,238800,241300,247600
395045,"Sacramento, CA",24,287700,274100,258800,243800,233600,229500,225300,220400,210700,202200,196700,191400,189900,187200,189500,191500,197900,202500,205400,206600,207900,208700,210700,208700,208700,207100,206400,204300,202900,202700,203700,201300,201400,198200,196700,191400,186800,183700,179600,178400,175800,177600,179300,177400,178300,177400,181300,182000,182900,183200,181900,183500,186700,192200,199900,204900,211700,215100,222900,227300,234800,238200,244800,249100,255700,259300,264800,265400,267400,267900,271900,275600,277600,279300,282600,285000,286900,287200,289000,291200,288700,291000,292500,301600,302700,304500,302700,303800,304900,305000,306100,307000,309300,312000,319000,322000,325000,323400,325400,326800,327600,331800,333600,339100,340100,340700,343300,342800,344800,344600,348200,352300,356000,359800,363800,367400,370500,372300,377500,379800,381600,383200,383900,385200,382000,382300,384000,383000,385600,386000,392500,393400,395200,397300,399200,400100,398900,400500,401500,399700,400900,402400,414200
395055,"San Antonio, TX",25,140500,141200,139500,139300,139000,140900,140800,140400,138400,136200,136100,137500,140900,142200,142800,142600,144200,144600,144600,143100,141300,140200,140900,143000,143400,141600,139000,137900,139400,143100,146000,147300,149300,151000,150400,147300,145000,142800,142300,141500,143000,142900,143900,144500,144800,145100,143300,143700,145300,147400,149800,151100,152000,151300,149900,151000,152300,153600,150800,151600,151500,154800,155900,159300,161900,163100,161700,161700,162000,162800,163400,164100,164600,165800,166600,166900,166700,166800,169300,169600,171100,171900,174000,175100,176600,176800,177400,177800,178400,178800,178700,179900,179200,179800,181100,182600,184200,183900,185200,184300,186200,187600,189600,189200,189500,190000,189700,190500,189400,190800,190000,192000,191600,193000,192900,194000,194600,197900,199000,199400,199600,201400,203200,202900,203400,203700,204700,207200,209400,209400,206200,205700,207000,209600,211000,211600,213900,215900,218300,220100,219100,220000,219800
394943,"Orlando, FL",26,220100,214100,203500,198900,195900,194000,190000,182600,176100,167200,161000,154700,145000,136400,125600,121400,119100,120700,120500,120200,120500,121400,115500,111500,106600,108600,108100,107600,105400,101500,99300,99300,101300,100700,98700,96000,96700,98100,100300,100000,102000,102500,105400,105800,109200,111000,111400,110100,109000,109900,110500,112300,114200,116100,118600,120100,122400,124300,126600,128900,130200,132000,132100,134200,137600,143000,146100,146400,148000,148500,148400,148700,147200,150300,150400,153700,153100,153900,154600,156800,157200,157800,155600,157300,159000,163000,164500,164100,166300,167400,171300,172600,175100,176000,178000,178200,178500,178800,180900,184100,186500,189100,189900,191600,192000,193600,193900,194700,197800,200600,201900,202600,204600,207800,211000,212700,213500,215100,218600,226500,229300,232300,231400,233300,234200,235500,237500,240200,244100,248600,247700,247000,240900,239400,238300,239500,241100,241600,245300,246300,249300,253400,256300
394466,"Cincinnati, OH",27,132800,129500,125400,124400,123100,122700,121200,121100,119000,113100,108700,107600,110300,113500,113900,115000,114200,115700,117500,121500,123800,123400,120600,120900,121800,122300,120600,118900,117200,116100,117800,119100,117900,117800,118800,121000,116700,112800,110200,111700,114000,115500,114800,113400,112800,114900,116500,114000,111400,110700,113200,116100,117600,119000,119100,120200,119500,119500,120200,120600,121700,120800,123700,124100,126200,125600,126200,124300,124300,124200,123700,124100,123100,124800,125500,129200,131400,133100,132000,131900,130900,131500,127900,128600,129500,132500,134400,134800,136700,136300,137000,136800,134100,139000,139700,144500,142200,144400,143300,143100,142500,142400,142900,145800,147600,147900,148700,149400,148900,148000,145900,147300,147100,149300,150200,150200,152300,153700,156000,159400,160700,161700,158600,157100,154800,156300,157000,160200,160500,161200,161900,167400,169500,169200,164800,163700,163800,164200,166600,168300,169400,170500,
394475,"Cleveland, OH",28,115300,112200,108500,105600,104900,105400,103200,99100,90000,84900,80000,79700,79700,86900,94500,101000,103700,106300,109300,113000,115700,113900,113100,113700,117200,116400,114900,112100,108700,104700,101500,103400,107700,111800,107700,100500,93500,92600,93200,98200,100700,103300,101700,101500,98900,101000,99400,99800,96100,99400,102200,103000,105000,107100,110600,109700,108000,108500,107700,107300,106100,104200,104300,105600,109400,111100,111900,110600,110300,107500,107000,103400,105400,106400,110100,110400,112300,114500,114000,113300,112500,114000,114300,110200,109700,107800,112800,113700,116200,115900,116500,114900,113400,113300,112500,115200,113400,117300,117700,121400,119800,120400,119300,120000,120500,121600,123700,124900,125700,125900,126200,125400,123900,122800,123300,126900,130100,131000,132300,134100,136200,134800,132600,130600,128400,127800,128400,129100,129600,130600,133800,136900,140300,141100,141700,140000,140200,138000,139100,137200,137700,136300,145600
394735,"Kansas City, MO",29,149900,146100,137700,136600,135800,134800,134200,133200,129700,126200,124700,133100,136200,138600,131600,131900,134200,137500,138700,139500,140300,139700,137500,141500,143400,144200,138500,137800,136600,135300,134100,133300,133100,132000,130500,127300,125500,122800,122200,122500,125400,124400,125200,125700,129100,128500,127700,135100,133800,136100,129600,132700,133500,135000,137500,138900,137800,138700,130800,136000,132900,138900,137200,142700,148700,149700,149300,149200,149200,150200,150900,150400,146900,145600,147100,150300,152200,152800,153500,152300,152200,152500,154900,158200,159300,159900,159300,160300,160000,160200,159800,161400,160400,160800,159000,159300,160100,162500,165400,167400,168100,169300,169800,170800,171000,170800,171000,184400,185400,185500,173600,176100,177900,179200,180500,180400,183000,184000,191400,205000,207600,205100,192700,190000,190100,189300,191600,192900,197100,199700,204100,216700,218800,217400,208700,209100,209300,207500,205900,204600,203500,206000,208900
